product_name,price,rating,promo,sold,seller,location,link_image
"Lenovo Legion Slim 5 16IRH8 Gaming Laptop Notebook RTX4050 - Core i7-13700H - 512 GB SSD - 16 GB DDR5 - 16"" WQXGA - NVIDIA RTX 4050 - Windows 11 SL + OHS - 3 year warranty + 3 years ADP",Rp21.769.000Rp36.905.777,no rating,Diskon 70rb,-,Technosify,Surabaya,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/6/25/36de1bdd-dbc1-4d81-a7d2-b59b6c4a8ca4.png
MSI THIN 15 B13UCX 2408ID RTX2050 Intel Core i7-13620H 512GB SSD 8GB RAM Notebook Laptop Gaming,Rp11.899.000,no rating,-,-,Galaxy Solusindo,Malang,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/8/19/e06526a8-7b75-438d-8e34-560db34d4c95.jpg
"Lenovo Legion 5 16IRX9 Gaming Laptop Notebook RTX4060 - Core i7-14650HX - 512 GB SSD - 16 GB DDR5 - 16"" WQXGA - NVIDIA RTX 4060 - Windows 11 SL + OHS - 3 year warranty + 3 years ADP",Rp24.479.000Rp44.569.000,no rating,Diskon 70rb,-,Technosify,Surabaya,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/6/25/996f83b7-0b5d-4471-b16a-c9f9031c602f.png
LENOVO LOQ 15IRX9-AHID RTX4050 Intel Core i7-13650HX 512GB SSD 12GB RAM Gaming Notebook,Rp18.200.000,no rating,-,-,Galaxy Solusindo,Malang,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/4/22/98aad082-937b-4d98-ab66-2d0502dd7194.jpg
LENOVO LOQ GAMING 15IRX9 AHID GREY CORE i7-13650HX RTX4050 12GB 512GB W11+OHS 2021,Rp16.886.000,5.0,-,7 terjual,ExpoComp,Malang,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/7/25/fc9ba164-6d2e-4ffd-8b55-5a410df12de1.jpg
Laptop Gaming Asus N46VZ Core i7,Rp3.100.000,no rating,-,-,iNanoTech,Kab. Kuningan,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/5/23/59ece71d-dbc8-4792-8003-725224e3db4f.jpg
"Alienware M18 R1 Gaming Laptop QHD+ Display, Intel Core i7 -13700HX",Rp31.000.000,no rating,-,-,CrazzyStore,Tegal,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/6/13/ab99ac66-06af-4958-91db-ac53c519bdd6.jpg
HP Pavilion Gaming Laptop 15-dk0042TX Intel Core i7-9750H NVIDIA GeForce GTX 1650 Ram 16/256 GB SSD + 1 TB HDD (13DJ),Rp6.450.000,no rating,-,-,Fine Applestore,Tangerang,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/7/23/822c31b4-802c-4137-808d-b80fa258cde7.jpg
Laptop Gaming HP Victus 16 - D010TX ( Doble SSD NVME ) Core i7 Gen 11 ,Rp10.500.000,no rating,-,-,S2R_evo,Kab. Sidoarjo,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/9/2/300259a2-3520-4473-8620-ea247db840a1.jpg
Laptop Gaming Dell Alienware M17 R2 Core i7 Gen 9th RTX 2070 8GB,Rp24.000.000,5.0,-,1 terjual,quickstar320,Bandung,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/7/9/45d84ab1-b879-4289-b8a8-13d9c108c98a.jpg
MSI KATANA 15 B13VGK-1887ID RTX4070 Intel Core i7 13620H 1TB SSD 16GB RAM Gaming Notebook / Laptop,Rp21.799.000,no rating,-,-,Galaxy Solusindo,Malang,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/8/27/96a4aa55-25fd-416c-bad7-a68c970831ec.jpg
MSI Gaming Thin 15 B12UCX-2413 //Core i7-12650H/8GB/512GB SSD/RTX2050,Rp10.850.000,no rating,Diskon 10rb,-,Suka Komputer Banjarmasin,Banjarmasin,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/8/24/df16a2c1-2132-456e-8285-7a527a6590f8.png
MSI THIN 15 B12UC 2405ID RTX3050 IIntel Core i7-12650H 512GB SSD 8GB RAM Notebook Laptop Gaming,Rp11.649.000,no rating,-,-,Galaxy Solusindo,Malang,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/8/23/38083fc7-056a-48be-a7d2-0b503074e55f.jpg
LENOVO GAMING LEGION 5 16IRX9 BWID GREY INTEL CORE i7-14650HX RTX4050 16GB 512GB W11+OHS 2021,Rp21.238.000,5.0,-,1 terjual,ExpoComp,Malang,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/7/31/e7ab6287-e6cc-4075-8561-ec26806446ae.jpg
Laptop HP Intel Core i3 Gen 12 UHD 8GB / 4GB RAM 512GB SSD Blue / Gold / Silver Windows 11 Home 14 Inch Garansi 2 Tahun Official,Rp7.039.000Rp8.299.000,4.9,"Diskon 351,95rb",250+ terjual,HP Official,Jakarta Utara,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/7/18/60e08e6c-7998-4316-8d2d-980d08b831c7.jpg
"Laptop Gaming HP 15 - ak050TX, Core i7-6700HQ, #DualVga, Ram 8/1Tb",Rp6.850.000,5.0,-,1 terjual,dr.com komputer,Jakarta Barat,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/3/24/c09aa071-8082-49bf-b5e8-17673f2f0879.jpg
Laptop Gaming Asus ROG GL552VX Core i7-7700HQ Ram8gb Hdd1TB GTX1050m,Rp6.500.000,5.0,-,1 terjual,Syifa Rezza,Jakarta Barat,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/1/5/a7761c7b-f0e5-40fc-9348-f1d234fb06f3.jpg
Laptop Gaming MSI GF63 Thin 9RCX Core I7-9750H RAM 16/512GB GTX1050 Ti,Rp8.000.000,no rating,-,-,WawallstoreLaptop,Bandung,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/8/27/da7dee1e-ada1-4c2a-98d8-a1d63205b87e.jpg
Laptop GAMING P70 Lenovo Thinkpad Core i7 Gen 6th DUAL VGA RAM 16GB,Rp7.100.000,no rating,-,-,EliteComp,Jakarta Pusat,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/2/7/5214b23b-fb03-46a3-a3b5-f7ab3daefcd9.jpg
Laptop Asus Gaming Core i7 Dual VGA Ram 8GB SSD 128GB Spesial Game,Rp3.400.000,4.0,-,8 terjual,RED_COMP,Jakarta Pusat,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/3/26/b516470c-8696-4fba-8fdb-0a8bfaf938ba.jpg
Laptop Gaming MSI Rtx3070 ti core i7-12700h 16 gb SSD 1 TB Fullset ,Rp17.500.000,no rating,-,-,Laptop Mahasiswa,Kab. Deli Serdang,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/3/5/19df34ce-124c-4807-8775-5713782993f0.jpg
LAPTOP SULTAN GAMING MSI GE72MVR NVIDIA GTX 1070 8192MB DDR 5 INTEL CORE I7-7700HQ RAM 16GB SSD 512GB+1TB HDD WINDOWS 11 AKTIF SECOND PREMIUM,Rp8.980.990,no rating,-,-,UD Part Laptop,Jakarta Timur,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/5/21/4eac52fd-1f9c-4777-8091-1d1225616f67.jpg
Laptop Gaming Acer Nitro 5 Intel Core I7-11800H Gen 11 16/1TB RTX 3050,Rp10.799.000,no rating,Cashback 100rb,-,Sri Laptop BDG,Bandung,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/5/7/74b77ed1-fbfc-4ce3-80fb-840a02062c34.jpg
Laptop Gaming HP pavilllion Core i7 Gen 6 GTX 960M,Rp4.000.000,no rating,-,-,RJ winfast,Kab. Karimun,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/7/7/767ebe1e-700e-49e7-b9ad-9b2b2c6664e2.jpg
Laptop Asus Gaming ROG GL752VW Core I7 GTX960,Rp6.000.000,no rating,-,-,garasi vandiano,Depok,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/3/28/fcb3142a-6c97-4175-b514-6f3d2d6e73e0.jpg
ASUS PC GAMING ROG STRIX G13CH-7F1153607WSO CORE i7-13700F RTX3060 16G,Rp21.971.000,5.0,-,7 terjual,ExpoComp,Malang,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/9/6/cbaf08e1-d7af-4309-989e-41810ce3134a.jpg
laptop slim fujitsu U939 Core i7-Gen8 Ram 16GB BERGARANSI,Rp5.199.999,5.0,-,10 terjual,Develop Computer,Bandung,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/9/6/cb5fd03d-261c-4000-931d-7c1b918962ff.jpg
LENOVO GAMING LEGION 5 16IRX9 4QID GREY INTEL CORE i7-14650HX RTX4050 16GB 512GB W11+OHS2021,Rp21.238.000,no rating,-,2 terjual,ExpoComp,Malang,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/7/31/d549846d-4e64-4d88-aa0f-f117c2bbd75c.jpg
"MSI GAMING THIN 15 B13VE 9S7-16R831-2406 GREY CORE i7-13620H RTX4050 16GB 512GB WIN 11 - NON BUNDLE, TETAP 16GB",Rp14.268.000,no rating,-,-,Intel Powered Store Surabaya by ExpoComp,Surabaya,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/9/6/2e904f7c-1ed6-4abf-94d1-3edda3d4de9b.jpg
"ACER GAMING NITRO V 15 ANV15-51-79Y1 CORE i7-13620H RTX2050 16GB 512GB W11+OHS 2021 - NON BUNDLE, TETAP 16GB",Rp13.764.000,no rating,-,-,ExpoComp,Malang,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/2/13/a6228470-5029-432b-8298-9bbf8bafabe3.jpg
Laptop Gaming HP Envy 15 Nvidia GeForce GTX 850-Core i7-Ram 8GB,Rp3.950.000,no rating,-,-,Cruezero,Tangerang Selatan,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/12/11/d7184f1b-f30a-4e8c-b1e4-98ac2b1bd20b.jpg
Laptop Gaming Desain Grafis Lenovo Thinkpad W530 core i7 Nvidia Quadro,Rp2.999.000,no rating,-,-,Gandi Comp,Bandung,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/3/7/220df570-1f41-4f04-848d-987016602476.jpg
Laptop Gaming Dell Alienware 15 Core i7 Nvidia GTX 970M Ram 16/512 RGB Mulus,Rp4.200.000,no rating,-,-,ThinkpadPD,Jakarta Timur,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/7/1/2708cb48-5cae-482a-a2a8-8a77d118bc32.jpg
"LAPTOP LEPTOP GAMING LENOVO CORE i7 RAM 16 GB HDD 1TB VGA 4GB 15,6 INC",Rp6.490.000,5.0,-,1 terjual,UD Part Laptop,Jakarta Timur,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/7/1/d0a92a30-7fd0-4012-9a95-d5730f9bd5c5.jpg
Laptop Gaming Toshiba Z50C - Core i7 Gen6 - SSD 512 - 8GB - Nvidia 2GB,Rp6.899.000,no rating,-,40+ terjual,Specialist Laptop Second,Jakarta Barat,https://images.tokopedia.net/img/cache/200-square/attachment/2019/11/2/157263245976337/157263245976337_886e84dc-3479-40b2-8274-996368c312f1.png
ASUS G Lighting GL531GT 15.6inch Core i7 Gaming Laptop,Rp8.500.000,no rating,-,-,Preloved_bysher,Surabaya,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/4/13/820f4b1c-72ec-4ca4-b6f4-6ac04973e552.jpg
Dell Precision M6500 Core i7 8GB 500GB Laptop Gaming Mantap Anti Lemot,Rp3.900.000,no rating,-,1 terjual,Arizky Octa Shop,Jakarta Barat,https://images.tokopedia.net/img/cache/200-square/product-1/2019/8/26/555648/555648_e1416c9c-d364-480f-938c-9eeb71c78a85_2048_2048.jpg
Laptop Gaming Acer Nitro V 15 ANV15-51-79Y1/Core i7-13620H/16GB/512GB SSD/RTX2050 4GB/15.6″ FHD 144Hz/W11+OHS,Rp14.950.000,no rating,-,-,Bintang Jaya Komputer Samarinda,Samarinda,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/5/7/f3ed000c-7a3d-498e-9e44-8584914dd83c.jpg
Laptop Gaming MSI GF63 10SCSR Intel Core I7-10750H 8/512GB GTX 1650 Ti,Rp8.199.000,no rating,Cashback 100rb,-,Sri Laptop BDG,Bandung,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/6/22/ad5d7262-415c-4474-b0c7-423e7d88f026.jpg
Laptop Gaming desain Asus ROG Chimera G703GL Core i7 Ram 64gb GTX 1080 Fullset,Rp13.000.000,no rating,-,-,Bayu-BJ,Kab. Indramayu,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/6/7/31978c60-bfe8-4809-aab8-3d90bc82da0d.jpg
"PROMO !! LAPTOP LENOVO TOUCHSCREEN T470s CORE i7 GEN 7 RAM 8GB/256 SSD - T450 i5-5, 8GB/256GB",Rp2.200.000,4.7,-,250+ terjual,STAR JAYA_ELECTRONIC,Jakarta Barat,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/8/11/9d597479-b483-4a1e-86d2-eb5197142d2b.jpg
MSI GAMING THIN 15 B12UC 9S7-16R831-1675 CORE i7-12650H RTX3050 8GB,Rp11.722.000,no rating,-,-,Intel Powered Store Surabaya by ExpoComp,Surabaya,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/7/3/a5f3bd39-0080-45cb-b398-464f31eeac5d.jpg
"LENOVO LOQ GAMING 15IRX9 AHID GREY CORE i7-13650HX RTX4050 12GB 512GB - NON BUNDLE, TETAP 12GB",Rp16.886.000,no rating,-,-,Lenovo Legion Store Surabaya,Surabaya,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/7/25/3bb0e299-120b-4ab8-a70b-04187eb2dac9.jpg
PROMO!! LAPTOP ASUS X441 RAM 8GB/512GB SSD FREE MOUSE/TAS,Rp1.750.000,4.8,-,50+ terjual,FAMILY GAME,Jakarta Barat,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/1/11/a67a2eac-076c-4996-9f7d-43410263bf7e.jpg
laptop bekas hp elitebook 8440p,Rp2.000.000,no rating,-,-,dapur-KAYLA,Jakarta Utara,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/8/7/9838c959-f9fc-4c80-83b1-2061b422db6b.jpg
core i7/LENOVO THINKPAD W520/VGA NVIDIA 2GB /LAPTOP GAMING,Rp5.999.000,no rating,-,17 terjual,cude computer,Bekasi,https://images.tokopedia.net/img/cache/200-square/product-1/2017/11/19/102770519/102770519_d133a06d-3135-488c-9306-ec7a7d8e2021_2048_0.jpg
Laptop 16 inch Intel Core i7 10750H Dual Screen + 14 Inch Touch Laptop Win 11 Gaming Gamer Business Notebook Computer Laptops WholesaleLaptop 16 inch Intel Core i7 10750H Dual Screen + 14 Inch Touch Laptop Win 11 Gaming Gamer Business Notebook Computer,Rp9.500.000,no rating,-,-,Tech Heaven Indonesia,Jakarta Barat,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/6/5/297d0c9d-6072-425c-a78f-19912c49de4a.png
"Laptop Gaming MSI GL63 8RC, Intel Core i7-8750H, Gen 8Th, Ram 8Gb / SSD 512Gb DualVga Nvidia GeForce GTX 1650 4Gb + UHD Graphic 630",Rp7.600.000,5.0,-,1 terjual,kajoedstore17,Jakarta Barat,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/5/3/dcded8da-08f5-4ec7-8d78-6624456848bd.jpg
Alienware 17 R5 Gaming Laptop i7 w/ 12 Core Gen 8 + GDDR5X 1070 8 GB,Rp19.999.000,5.0,-,25 terjual,GanDante's Store,Bandung,https://images.tokopedia.net/img/cache/200-square/product-1/2019/3/26/3431641/3431641_479d8911-b8c4-4c9f-9687-c8ee51fd0749_965_599.jpg
Laptop Gaming Desain Dell XPS 15 7590 Core i7 9750H GTX 1650 4K Touch,Rp4.400.000,no rating,-,-,Ysmail Shop,Kab. Sumedang,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/5/29/d380d9a9-092a-410d-aa03-992896d026cb.jpg
"Laptop Gaming LENOVO LEGION 5 Fullset Garansi - Intel Core i7 12700H RTX 3050Ti 15,6inch 165Hz IPS FHD 1080p RAM 16GB SSD 512GB Win 11 Ori",Rp14.499.000,no rating,-,-,CTECH STORE COMPUTER,Bandung,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/5/23/62ab7204-7c04-4d3d-b7e8-3aba06ca09a2.jpg
Laptop Gaming HP Pav. 14 Core i7 NVIDIA GeForce 840m RAM 12GB HDD 1TB,Rp3.500.000,no rating,-,-,raalhabib,Tangerang,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/9/6/f427e5e8-0c24-42cf-8d91-8d95e0be6686.jpg
Laptop Gaming Hp 15-xx016TX/ Core I7- 8750H/ 8/1Tb/ GTX 1050Ti 4Gb,Rp8.100.000,no rating,-,1 terjual,dr.com komputer,Jakarta Barat,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/6/27/a4a2b111-ab27-4a70-98f5-17be6fa5f3ab.jpg
Laptop Gaming Lenovo Slim 7i Core Evo i7 1260P Ram 16gb DDR5 1tb ssd,Rp11.699.000,4.7,-,3 terjual,Jaya Laptop. id,Jakarta Pusat,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/8/17/44e22122-462a-403b-a5e1-caf918ceb316.jpg
Laptop Gaming MSI E16J8IMS Intel Core I7-7700HQ 8/500GB GTX 1050,Rp6.000.000,no rating,Cashback 100rb,-,Sri Laptop BDG,Bandung,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/7/12/bbcca64a-638f-4d0e-82be-b70f493afbd1.jpg
"LAPTOP GAMING LOQ 15 INTEL CORE I7 13650HX 20GB DDR5 1TB SSD RTX3050-6GB 15,6 100% SRGB WIN 11 OHS",Rp16.299.000,5.0,-,1 terjual,BattleTechno,Jakarta Selatan,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/8/23/313c1197-a01d-4439-ae22-a658dc59c271.jpg
LAPTOP GAMING LENOVO THINKPAD P73 Core i7 GEN 9 RAM 64 GB SSD 2 TB VGA RTX 4000 GB 4K,Rp12.290.000,no rating,-,-,LAPTOPTECHCENTRE,Jakarta Pusat,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/9/11/77d19e10-77c1-4b95-abc0-64f0a06eea4c.jpg
Laptop Gaming Aftershock Core i7 6700HQ Nvidia GTX 960M,Rp3.400.000,no rating,-,-,Ysmail Shop,Kab. Sumedang,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/5/29/83256527-8972-487e-8f53-ac507eb0e7c7.jpg
"Laptop Gaming Dell Inspiron P65F, Core I7- 7700HQ, 20Gb + 1Tb + 256Gb.",Rp6.650.000,no rating,-,2 terjual,dr.com komputer,Jakarta Barat,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/2/6/7f9b5bc2-e27c-4ac7-afc9-a72f790d6276.jpg
LENOVO LOQ 15IRX9-AHID RTX4050 Intel Core i7-13650HX 512GB SSD 12GB RAM Gaming Notebook,Rp17.985.000,no rating,Cashback 10rb,-,GASOL LAPTOP,Malang,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/4/22/4472f0a6-c88b-4a23-8a6e-31af02039615.jpg
Laptop Gaming Design Lenovo V510 Core i7 7500U FullHD Radeon R7 620 Ram 8GB Slim,Rp2.900.000,no rating,-,-,ThinkpadPD,Jakarta Timur,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/7/4/004c42d2-fe7d-4e1b-8bf5-ba01b0ac88b2.jpg
MSI SWORD 16 HX B14VGKG 063ID RTX4070 Intel Core i7 14700HX 1TB SSD 16GB RAM Gaming Notebook Laptop,Rp26.499.000,no rating,Cashback 10rb,-,GASOL LAPTOP,Malang,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/8/26/4a0650b5-7e41-4398-8742-bf317fd72e62.jpg
"Laptop Asus TUF Gaming FX504GD, Intel Core I7- 8750H, 10Gb + 1Tb+256Gb",Rp8.200.000,no rating,-,-,dr.com komputer,Jakarta Barat,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/2/17/15fbb2a3-f2fd-4664-8875-bb7c4c236468.jpg
Motherboard AFTERSHOCK NP50DE Intel Core i7-Gen 10/Nvidia GTX 1650TI/Laptop Gaming original cabutan,Rp2.000.000,no rating,-,-,Teknisi Expert,Kab. Deli Serdang,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/5/23/a328154e-d80d-4198-b3aa-4fb59dd0de93.jpg
LAPTOP GAMING DESAIN TOSHIBA DUAL VGA CORE I7 RAM 16GB HDD SSD 256GB,Rp3.150.000,no rating,-,-,nabil comp,Kab. Jepara,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/7/22/f17cfdae-abd4-4e63-8e04-e40ee6974c75.jpg
[NVIDIA RTX 4060] Laptop Gaming MSI Cyborg Core i7 Gen 12 Ram 16Gb!,Rp16.000.000,no rating,-,-,Laptop Master,Tangerang Selatan,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/2/19/bc54300a-66b6-4b6d-9114-bfd34d3b016e.jpg
Laptop Gaming Dell Inspiron 15-7000 P65F Core I7 Ram 8/256G BERGARANSI,Rp7.300.000,no rating,-,-,BURSA_LAPTOP_EFEK,Jakarta Barat,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/4/16/8e5f69ff-096c-4816-aade-e1898e30ea8a.jpg
"Laptop Asus TUF Gaming FX505GE, Intel Core I7- 8750H, Ram 8/1Tb+128Gb",Rp7.950.000,no rating,-,-,dr.com komputer,Jakarta Barat,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/4/6/a556bdce-a810-436e-b61b-ba839f257d0f.jpg
LAPTOP ALIENWARE 17 GAMING DESIGN & RENDERING CORE i7 GEN 4 RAM 16GB SSD 256GB HDD 1TB DUAL VGA,Rp6.999.900,no rating,-,-,AuraStore84,Batam,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/6/14/3d5aee43-8b90-4dbf-afdf-b0955460cefa.jpg
LAPTOP ACER PREDATOR TRITON 300 PT 515-52 GAMING DESIGN & RENDERING CORE i7 GEN 10 RAM 32GB SSD 1TB,Rp12.499.900,no rating,-,-,AuraStore84,Batam,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/5/26/4262f8c7-16f8-47a2-ab79-5a17300a8673.jpg
LAPTOP GAMING!! LAPTOP DELL G7 7588 (CORE I7 GEN 8 RAM 16 SSD 256 + 1TB HDD),Rp6.400.000,no rating,-,-,KetakketikComp,Depok,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/6/2/c8dd4bd4-6eee-479d-bdf7-8294134f1d90.jpg
Laptop Premium Gaming Editing Asus X412FL Intel Core i7 Ram 8/512Gb,Rp7.550.000,no rating,-,-,R-07Store,Bandung,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/6/23/950f2833-82ac-4683-8b2f-706f1367e6e0.jpg
Laptop Murah Gaming CORE i7 RAM 12 SSD 1TB Jual Cepat,Rp4.000.000,no rating,-,-,3H PROPERTY,Tanjung Pinang,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/11/22/e32ee273-a8e0-418c-ac30-ec083fda83c1.jpg
Laptop Gaming Acer Nitro 5 Intel Core I7-9750H 8/512GB GTX 1650,Rp7.999.000,no rating,Cashback 100rb,-,Sri Laptop BDG,Bandung,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/7/7/40050328-aa9e-4cf5-a3b2-655045fbcc4e.jpg
NEW Alienware 15 R4 2018 Gaming Laptop i7 w/ 8 Core 8th Generation,Rp13.999.000,5.0,-,23 terjual,GanDante's Store,Bandung,https://images.tokopedia.net/img/cache/200-square/product-1/2018/12/20/3431641/3431641_9611eb59-a7a2-47e5-814b-85954cf9bb26_2048_1536.jpg
Laptop Super Gaming Aftershock APEX-17 Core i7-8750H Nvidia GTX 1060 16/256 (Keyboard RGB),Rp7.500.000,no rating,-,-,CNT Computer,Kab. Deli Serdang,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/7/23/6e8474b1-237d-42ed-9bdb-fdaa0b6e7293.jpg
Laptop Gaming MSI GL62 Core i7 Gen7 Nvidia GTX 1050Ti SSD+HDD,Rp6.935.000,no rating,-,-,Jokis Computer,Magelang,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/1/14/ef142fbb-6396-4c56-85ce-c1f1b647d435.jpg
LAPTOP GAMING FUJITSU CORE i7 GEN 8 RAM 20 SSD 512GB LIKE NEW,Rp4.450.000,5.0,-,7 terjual,hologram computer,Jakarta Pusat,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/2/15/9a5946ee-583f-4fb7-b9ce-37e7396428b9.jpg
MSI KATANA 15 B13VGK-1887ID RTX4070 Intel Core i7 13620H 1TB SSD 16GB RAM Gaming Notebook / Laptop,Rp21.799.000,no rating,-,-,GASOL,Malang,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/8/27/17d5b562-3eca-4626-a353-c3b6fc0f4a1d.jpg
LAPTOP GAMING ASUS ROG ZEPHYRUS M15 INTEL CORE i7-10750H RAM 16 GB SSD 512 GB NVIDIA GEFORCE RTX 2060,Rp12.000.000,no rating,-,-,jcomputers008,Jakarta Timur,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/6/14/e77a6284-da41-48bf-b184-67ad6d74833d.jpg
"LENOVO LOQ GAMING 15IRX9 AHID GREY CORE i7-13650HX RTX4050 12GB 512GB - NON BUNDLE, TETAP 12GB",Rp17.084.000,no rating,-,-,Intel Powered Store Surabaya by ExpoComp,Surabaya,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/7/25/a8ccac8a-eb98-47af-b565-83e2746625d6.jpg
"Laptop Ultrabook Gen 11 J4105 14.1 Inci RAM DDR4 8GB + SSD 256/512GB - SILVER DDR 4, 8+256G M.2 SSD",Rp3.600.500,5.0,Diskon 100rb,11 terjual,MengmaStore,Jakarta Utara,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/10/11/3c745e6f-d78d-4ceb-8bca-c756bb69dcf5.jpg
"Intel NUC Laptop Ci7-1165G7 RAM 16GB NVME 1TB 14"" Touchscreen W11 HOME",Rp11.799.000,5.0,-,2 terjual,WPG OFFICIAL,Jakarta Pusat,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/9/7/9c639757-f6a9-413c-82d1-b63bf61b6675.png
Lenovo V14 G4 i5-13420H 512GB SSD 8GB FHD IPS Win11+OHS,Rp8.999.000Rp10.599.000,5.0,"Diskon 449,95rb",40+ terjual,Lenovo Authorized Tangerang,Tangerang,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/8/1/a6ef20bc-5442-4936-a6fe-18db5ef4b833.jpg
"MSI GAMING THIN 15 B12VE 9S7-16R831-2404 GREY CORE i7-12650H RTX4050 8GB 512GB W11 TANPA OHS 2021 - NON BUNDLE, TETAP 8GB",Rp13.398.000,no rating,-,-,Intel Powered Store Surabaya by ExpoComp,Surabaya,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/9/6/0377a7a9-9ce0-4c7e-804a-4376028e97c0.jpg
"MSI GAMING THIN 15 B13VE 9S7-16R831-2406 GREY CORE i7-13620H RTX4050 16GB 512GB WIN 11 - NON BUNDLE, TETAP 16GB",Rp14.268.000,no rating,-,-,Intel Powered Store Surabaya by ExpoComp,Surabaya,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/9/6/2e904f7c-1ed6-4abf-94d1-3edda3d4de9b.jpg
